h,r,t,score,edge_betweenness_dir,edge_degree_centrality_dir,node_degree_avg_dir,h_in_degree,h_out_degree,t_in_degree,t_out_degree,edge_betweenness_undir,edge_degree_centrality_undir,node_degree_avg_undir
pathologic_function,complicates,neoplastic_process,0.6584834456443787,1.7863148782751481,276,139.0,77,61,80,60,0.0,202,102.0
clinical_attribute,property_of,virus,0.7510919570922852,4.535186270955673,117,59.5,25,36,34,24,0.0,96,49.0
disease_or_syndrome,manifestation_of,molecular_function,0.7260951995849609,4.037684255517383,244,123.0,79,60,60,47,0.0,178,90.0
cell_or_molecular_dysfunction,process_of,neoplastic_process,0.6697933077812195,2.110688236647316,277,139.5,79,60,80,60,0.0,198,100.0
enzyme,disrupts,genetic_function,0.8143973350524902,3.525221631077766,189,95.5,41,37,64,49,0.0,144,73.0
laboratory_procedure,assesses_effect_of,chemical_viewed_functionally,0.6800178289413452,15.013449825927895,122,62.0,19,53,21,31,0.0,106,54.0
mental_or_behavioral_dysfunction,associated_with,clinical_attribute,0.6571815013885498,8.077195797853019,197,99.5,85,53,25,36,0.0,144,73.0
body_location_or_region,location_of,body_part_organ_or_organ_component,0.04825165122747421,7.854686667888913,89,45.5,1,22,15,53,0.0,80,41.0
neoplastic_process,affects,animal,0.4464997947216034,6.637899064843066,188,95.0,80,60,35,15,0.0,146,74.0
research_activity,method_of,biomedical_occupation_or_discipline,0.8816903829574585,1.16999666999667,166,84.0,11,45,110,2,0.0,164,83.0
injury_or_poisoning,complicates,mental_or_behavioral_dysfunction,0.5949835181236267,2.4525751548320236,240,121.0,65,39,85,53,0.0,175,88.5
amino_acid_peptide_or_protein,affects,molecular_function,0.8336413502693176,5.768727804698251,157,79.5,14,38,60,47,0.0,130,66.0
therapeutic_or_preventive_procedure,isa,event,0.6857894659042358,2.8891232481268156,85,43.5,28,28,30,1,0.0,76,39.0
pathologic_function,precedes,disease_or_syndrome,0.5990865230560303,1.9654915073185375,275,138.5,77,61,79,60,0.0,198,100.0
mental_or_behavioral_dysfunction,co-occurs_with,acquired_abnormality,0.8946686387062073,5.556576826351626,254,128.0,85,53,68,50,0.0,195,98.5
neoplastic_process,process_of,rickettsia_or_chlamydia,0.7753925323486328,5.9273582326043535,196,99.0,80,60,32,26,0.0,153,77.5
organic_chemical,causes,pathologic_function,0.8774202466011047,7.737139746291643,188,95.0,14,38,77,61,0.0,147,74.5
cell_or_molecular_dysfunction,process_of,alga,0.7307625412940979,8.443543945944764,183,92.5,79,60,25,21,0.0,141,71.5
experimental_model_of_disease,process_of,virus,0.6649768948554993,5.933398646210281,182,92.0,76,50,34,24,0.0,144,73.0
neuroreactive_substance_or_biogenic_amine,affects,natural_phenomenon_or_process,0.5396459698677063,2.1300971643773488,137,69.5,35,40,43,21,0.0,102,52.0
acquired_abnormality,part_of,reptile,0.7821360230445862,6.328813185360019,160,81.0,68,50,33,11,0.0,141,71.5
health_care_related_organization,location_of,therapeutic_or_preventive_procedure,0.7005834579467773,13.533890547506509,72,37.0,2,16,28,28,0.0,62,32.0
neoplastic_process,isa,natural_phenomenon_or_process,0.5533998608589172,3.9469297254074234,202,102.0,80,60,43,21,0.0,147,74.5
cell_or_molecular_dysfunction,occurs_in,neoplastic_process,0.3716188669204712,2.110688236647316,277,139.5,79,60,80,60,0.0,198,100.0
nucleic_acid_nucleoside_or_nucleotide,issue_in,occupation_or_discipline,0.811547040939331,2.082235819967971,171,86.5,10,42,118,3,0.0,167,84.5
pathologic_function,process_of,fish,0.7985556125640869,6.123855444097292,182,92.0,77,61,35,11,0.0,143,72.5
cell,part_of,rickettsia_or_chlamydia,0.8255094885826111,1.5443543744311008,123,62.5,14,53,32,26,0.0,111,56.5
neoplastic_process,degree_of,mental_or_behavioral_dysfunction,0.8073135018348694,1.7939906731527626,276,139.0,80,60,85,53,0.0,198,100.0
neoplastic_process,occurs_in,patient_or_disabled_group,0.773887038230896,36.92975876957303,182,92.0,80,60,19,25,0.0,141,71.5
organism_function,affects,cell_function,0.7117642164230347,1.4612179487179489,224,113.0,65,48,64,49,0.0,171,86.5
element_ion_or_isotope,causes,pathologic_function,0.807961106300354,7.311128446071751,180,91.0,10,34,77,61,0.0,142,72.0
immunologic_factor,disrupts,mental_process,0.6150709986686707,4.986638272213323,203,102.5,45,39,71,50,0.0,152,77.0
cell_component,affects,molecular_function,0.6968914866447449,1.8144940918501078,169,85.5,12,52,60,47,0.0,134,68.0
animal,issue_in,biomedical_occupation_or_discipline,0.8379848599433899,1.5124914418932804,160,81.0,35,15,110,2,0.0,153,77.5
anatomical_abnormality,result_of,mental_or_behavioral_dysfunction,0.7320501208305359,4.177374631782765,256,129.0,69,51,85,53,0.0,192,97.0
mental_or_behavioral_dysfunction,isa,natural_phenomenon_or_process,0.6745015978813171,6.82504174496681,200,101.0,85,53,43,21,0.0,141,71.5
acquired_abnormality,part_of,mammal,0.6954523921012878,6.260363251365678,161,81.5,68,50,36,9,0.0,142,72.0
professional_or_occupational_group,produces,research_device,0.35268503427505493,11.355951341559331,64,33.0,11,33,10,12,0.0,58,30.0
laboratory_or_test_result,associated_with,neoplastic_process,0.7304907441139221,5.485664610812621,185,93.5,0,47,80,60,0.0,148,75.0
enzyme,affects,natural_phenomenon_or_process,0.5696738958358765,2.549735186078969,140,71.0,41,37,43,21,0.0,104,53.0
diagnostic_procedure,diagnoses,neoplastic_process,0.7784570455551147,13.013107598648073,222,112.0,26,58,80,60,0.0,179,90.5
disease_or_syndrome,co-occurs_with,experimental_model_of_disease,0.6541306376457214,2.0159737106718527,263,132.5,79,60,76,50,0.0,194,98.0
biologic_function,produces,vitamin,0.6513046026229858,7.380993908993205,178,90.0,59,45,39,37,0.0,140,71.0
laboratory_procedure,assesses_effect_of,inorganic_chemical,0.799690306186676,41.26122652147583,119,60.5,19,53,13,36,0.0,109,55.5
body_part_organ_or_organ_component,location_of,mental_or_behavioral_dysfunction,0.7994310855865479,3.3543621465364972,204,103.0,15,53,85,53,0.0,155,78.5
diagnostic_procedure,isa,health_care_activity,0.12071220576763153,5.455263157894737,120,61.0,26,58,17,21,0.0,108,55.0
therapeutic_or_preventive_procedure,complicates,physiologic_function,0.5935449004173279,8.100580736924712,163,82.5,28,28,61,48,0.0,129,65.5
professional_or_occupational_group,issue_in,occupation_or_discipline,0.8404303789138794,1.109946546483597,163,82.5,11,33,118,3,0.0,154,78.0
neoplastic_process,degree_of,disease_or_syndrome,0.7450824975967407,2.027627461201315,277,139.5,80,60,79,60,0.0,200,101.0
invertebrate,causes,disease_or_syndrome,0.4582172930240631,41.1056389611019,181,91.5,28,16,79,60,0.0,138,70.0
disease_or_syndrome,co-occurs_with,pathologic_function,0.8219660520553589,2.082371202069344,275,138.5,79,60,77,61,0.0,198,100.0
cell_component,part_of,bird,0.7338370084762573,2.0678654496776723,108,55.0,12,52,33,13,0.0,97,49.5
molecular_function,affects,organism,0.7454649806022644,3.8004316837856513,149,75.5,60,47,41,3,0.0,123,62.5
chemical_viewed_functionally,interacts_with,chemical,0.7471795678138733,1.3619237043150088,95,48.5,21,31,27,18,0.0,88,45.0
chemical_viewed_structurally,isa,physical_object,0.910662055015564,1.3459209869487796,108,55.0,13,40,56,1,0.0,101,51.5
disease_or_syndrome,isa,phenomenon_or_process,0.4964383542537689,7.739851428544338,180,91.0,79,60,21,22,0.0,123,62.5
experimental_model_of_disease,manifestation_of,pathologic_function,0.5763025283813477,2.958745877240123,262,132.0,76,50,77,61,0.0,196,99.0
experimental_model_of_disease,isa,pathologic_function,0.49100205302238464,2.958745877240123,262,132.0,76,50,77,61,0.0,196,99.0
population_group,produces,manufactured_object,0.6346983909606934,10.599745112249547,73,37.5,15,37,12,11,0.0,60,31.0
organic_chemical,interacts_with,antibiotic,0.5530388951301575,6.901244235036353,104,53.0,14,38,15,39,0.0,99,50.5
age_group,uses,clinical_drug,0.7074597477912903,7.710554241239911,79,40.5,15,24,30,12,0.0,77,39.5
injury_or_poisoning,result_of,diagnostic_procedure,0.5403926372528076,68.66540972967707,186,94.0,65,39,26,58,0.0,156,79.0
plant,isa,entity,0.7788031101226807,1.589892873485271,122,62.0,24,20,78,2,0.0,120,61.0
mental_process,affects,animal,0.6592732667922974,13.714246274737736,169,85.5,71,50,35,15,0.0,135,68.5
diagnostic_procedure,assesses_effect_of,antibiotic,0.7461416721343994,29.44851600901156,136,69.0,26,58,15,39,0.0,129,65.5
diagnostic_procedure,affects,neoplastic_process,0.7061624526977539,13.013107598648073,222,112.0,26,58,80,60,0.0,179,90.5
human_caused_phenomenon_or_process,result_of,anatomical_abnormality,0.5889521241188049,11.702998409535912,148,75.0,14,16,69,51,0.0,115,58.5
experimental_model_of_disease,complicates,cell_or_molecular_dysfunction,0.7829710841178894,3.393387753171464,263,132.5,76,50,79,60,0.0,192,97.0
phenomenon_or_process,result_of,acquired_abnormality,0.5541887879371643,8.07033865643638,159,80.5,21,22,68,50,0.0,124,63.0
pathologic_function,result_of,therapeutic_or_preventive_procedure,0.5298908948898315,44.55025385427198,192,97.0,77,61,28,28,0.0,146,74.0
mental_or_behavioral_dysfunction,affects,biologic_function,0.5013585090637207,6.332513385072961,240,121.0,85,53,59,45,0.0,175,88.5
diagnostic_procedure,measures,disease_or_syndrome,0.6930541396141052,12.932022052072773,221,111.5,26,58,79,60,0.0,175,88.5
immunologic_factor,affects,disease_or_syndrome,0.7908347249031067,7.875285815778584,221,111.5,45,39,79,60,0.0,159,80.5
immunologic_factor,indicates,virus,0.6391459703445435,2.810192935090264,140,71.0,45,39,34,24,0.0,109,55.5
laboratory_procedure,assesses_effect_of,receptor,0.6911860108375549,6.743158084063069,143,72.5,19,53,38,35,0.0,121,61.5
organophosphorus_compound,affects,molecular_function,0.8939287662506104,2.96760468015638,157,79.5,14,38,60,47,0.0,130,66.0
therapeutic_or_preventive_procedure,affects,molecular_function,0.7421645522117615,8.556100299162924,161,81.5,28,28,60,47,0.0,126,64.0
lipid,interacts_with,biologically_active_substance,0.7079662084579468,2.5814097403946628,128,65.0,18,37,37,38,0.0,110,56.0
intellectual_product,isa,conceptual_entity,0.3113975524902344,1.0,45,23.5,11,5,28,3,0.0,44,23.0
phenomenon_or_process,result_of,mental_or_behavioral_dysfunction,0.8124626874923706,10.11318560377926,179,90.5,21,22,85,53,0.0,121,61.5
injury_or_poisoning,result_of,therapeutic_or_preventive_procedure,0.6282395124435425,35.4634704451542,158,80.0,65,39,28,28,0.0,125,63.5
experimental_model_of_disease,affects,cell_or_molecular_dysfunction,0.6106246113777161,3.393387753171464,263,132.5,76,50,79,60,0.0,192,97.0
cell_function,produces,enzyme,0.7524195313453674,8.345492376965435,189,95.5,64,49,41,37,0.0,143,72.5
receptor,isa,entity,0.6960397362709045,1.8595524010870383,151,76.5,38,35,78,2,0.0,136,69.0
biologic_function,process_of,alga,0.6483180522918701,3.8831981746473327,148,75.0,59,45,25,21,0.0,124,63.0
population_group,uses,research_device,0.6389603018760681,15.018975827897643,72,37.0,15,37,10,12,0.0,59,30.5
laboratory_procedure,analyzes,hazardous_or_poisonous_substance,0.6790229082107544,14.615252753894692,124,63.0,19,53,26,28,0.0,115,58.5
genetic_function,produces,biologically_active_substance,0.7301416397094727,7.652052457658665,186,94.0,64,49,37,38,0.0,143,72.5
organism_attribute,property_of,reptile,0.6944489479064941,3.5735427553942145,98,50.0,21,35,33,11,0.0,89,45.5
experimental_model_of_disease,occurs_in,family_group,0.6500054001808167,37.50897621289947,168,85.0,76,50,17,27,0.0,135,68.5
cell_function,affects,experimental_model_of_disease,0.7116177678108215,4.475174861785688,237,119.5,64,49,76,50,0.0,180,91.0
physiologic_function,produces,enzyme,0.8122177124023438,6.267266164562217,185,93.5,61,48,41,37,0.0,142,72.0
cell,part_of,plant,0.514712929725647,1.690713715249319,109,55.5,14,53,24,20,0.0,103,52.5
injury_or_poisoning,result_of,laboratory_procedure,0.4919763505458832,57.856485635710555,174,88.0,65,39,19,53,0.0,141,71.5
individual_behavior,associated_with,group,0.3532448709011078,22.031666825147347,92,47.0,22,27,19,26,0.0,72,37.0
body_part_organ_or_organ_component,location_of,rickettsia_or_chlamydia,0.4335329532623291,1.7316402438141572,124,63.0,15,53,32,26,0.0,110,56.0
research_activity,measures,indicator_reagent_or_diagnostic_aid,0.5157815217971802,6.004265385899618,102,52.0,11,45,25,23,0.0,101,51.5
laboratory_or_test_result,indicates,experimental_model_of_disease,0.8872830271720886,4.186779840661007,171,86.5,0,47,76,50,0.0,142,72.0
plant,location_of,neuroreactive_substance_or_biogenic_amine,0.4724119305610657,17.10023820428215,117,59.5,24,20,35,40,0.0,100,51.0
therapeutic_or_preventive_procedure,associated_with,cell_or_molecular_dysfunction,0.8006555438041687,12.278761760280066,193,97.5,28,28,79,60,0.0,142,72.0
laboratory_or_test_result,associated_with,experimental_model_of_disease,0.8421135544776917,4.186779840661007,171,86.5,0,47,76,50,0.0,142,72.0
pharmacologic_substance,complicates,pathologic_function,0.8966447114944458,6.433072363154592,194,98.0,14,44,77,61,0.0,156,79.0
bird,isa,animal,0.3683013916015625,3.4531135531135533,94,48.0,33,13,35,15,0.0,87,44.5
steroid,affects,cell_function,0.9076658487319946,3.0761382738266296,164,83.0,16,37,64,49,0.0,134,68.0
mammal,isa,physical_object,0.5035463571548462,2.5334486371142377,100,51.0,36,9,56,1,0.0,99,50.5
genetic_function,process_of,cell_or_molecular_dysfunction,0.8521720767021179,6.283833839832584,250,126.0,64,49,79,60,0.0,181,91.5
immunologic_factor,affects,mental_or_behavioral_dysfunction,0.7769966125488281,6.145869433651852,220,111.0,45,39,85,53,0.0,157,79.5
body_space_or_junction,location_of,genetic_function,0.62656569480896,3.0751682689180977,145,73.5,5,29,64,49,0.0,115,58.5
physiologic_function,affects,experimental_model_of_disease,0.6863877177238464,3.975205314328482,233,117.5,61,48,76,50,0.0,179,90.5
individual_behavior,isa,event,0.6632776856422424,3.7297786810021814,78,40.0,22,27,30,1,0.0,62,32.0
body_location_or_region,isa,spatial_concept,0.31568366289138794,8.556832775250896,34,18.0,1,22,8,5,0.0,33,17.5
nucleic_acid_nucleoside_or_nucleotide,causes,disease_or_syndrome,0.8983478546142578,8.017589643871013,189,95.5,10,42,79,60,0.0,148,75.0
qualitative_concept,evaluation_of,daily_or_recreational_activity,0.45283085107803345,1.9958049609371662,29,15.5,0,17,5,9,0.0,29,15.5
neuroreactive_substance_or_biogenic_amine,disrupts,gene_or_genome,0.48674431443214417,15.73858534753537,134,68.0,35,40,11,50,0.0,111,56.5
molecular_biology_research_technique,isa,activity,0.8070313930511475,1.5218253968253967,75,38.5,9,48,17,3,0.0,75,38.5
immunologic_factor,affects,organ_or_tissue_function,0.867962658405304,3.426707922173079,194,98.0,45,39,65,47,0.0,145,73.5
mental_or_behavioral_dysfunction,issue_in,biomedical_occupation_or_discipline,0.7988642454147339,1.464930322703502,248,125.0,85,53,110,2,0.0,205,103.5
research_activity,measures,receptor,0.6999544501304626,7.398275589139873,127,64.5,11,45,38,35,0.0,114,58.0
organism_attribute,property_of,human,0.6777902841567993,3.1151754712854522,101,51.5,21,35,38,9,0.0,91,46.5
behavior,associated_with,family_group,0.47284653782844543,40.75742130208986,86,44.0,27,17,17,27,0.0,73,37.5
geographic_area,associated_with,congenital_abnormality,0.580337405204773,14.363672588292847,131,66.5,3,13,67,50,0.0,112,57.0
embryonic_structure,part_of,organism,0.7554835081100464,1.43648033126294,84,43.0,9,33,41,3,0.0,83,42.5
environmental_effect_of_humans,result_of,phenomenon_or_process,0.49366381764411926,1.4919024607271858,77,39.5,17,19,21,22,0.0,46,24.0
antibiotic,complicates,mental_or_behavioral_dysfunction,0.734591543674469,5.501313472741339,190,96.0,15,39,85,53,0.0,148,75.0
pathologic_function,process_of,natural_phenomenon_or_process,0.7937583327293396,3.9481976775601297,200,101.0,77,61,43,21,0.0,145,73.5
carbohydrate,isa,chemical_viewed_structurally,0.4689095616340637,7.014893261702212,103,52.5,14,38,13,40,0.0,95,48.5
cell,produces,immunologic_factor,0.7869771122932434,2.6300386236571387,149,75.5,14,53,45,39,0.0,121,61.5
social_behavior,manifestation_of,mental_or_behavioral_dysfunction,0.3342781364917755,83.01081611948153,170,86.0,19,15,85,53,0.0,122,62.0
body_part_organ_or_organ_component,part_of,animal,0.8015252947807312,2.031974369388557,116,59.0,15,53,35,15,0.0,103,52.5
organism_function,process_of,reptile,0.8234756588935852,4.982468387065201,155,78.5,65,48,33,11,0.0,129,65.5
neoplastic_process,occurs_in,professional_or_occupational_group,0.6414446830749512,91.34978374709117,182,92.0,80,60,11,33,0.0,139,70.5
experimental_model_of_disease,manifestation_of,mental_or_behavioral_dysfunction,0.8386057615280151,3.522003394259082,262,132.0,76,50,85,53,0.0,192,97.0
cell_or_molecular_dysfunction,affects,rickettsia_or_chlamydia,0.8075000643730164,6.588831959188013,195,98.5,79,60,32,26,0.0,147,74.5
biomedical_or_dental_material,ingredient_of,clinical_drug,0.8465115427970886,2.5144051041966233,84,43.0,13,31,30,12,0.0,84,43.0
quantitative_concept,isa,conceptual_entity,0.5602527260780334,2.4,50,26.0,4,17,28,3,0.0,49,25.5
organ_or_tissue_function,isa,physiologic_function,0.36152172088623047,1.995652315163384,219,110.5,65,47,61,48,0.0,167,84.5
acquired_abnormality,manifestation_of,cell_or_molecular_dysfunction,0.7392602562904358,3.416741845487486,255,128.5,68,50,79,60,0.0,195,98.5
cell_or_molecular_dysfunction,produces,body_substance,0.8124728202819824,23.562321490941898,190,96.0,79,60,26,27,0.0,140,71.0
hazardous_or_poisonous_substance,affects,genetic_function,0.8326570987701416,3.359655828625488,165,83.5,26,28,64,49,0.0,138,70.0
research_activity,measures,neoplastic_process,0.5503035187721252,8.017009686059033,194,98.0,11,45,80,60,0.0,157,79.5
injury_or_poisoning,complicates,cell_or_molecular_dysfunction,0.6560775637626648,3.4168397440120133,241,121.5,65,39,79,60,0.0,175,88.5
cell,part_of,alga,0.6034494042396545,1.6097517228411289,111,56.5,14,53,25,21,0.0,105,53.5
receptor,complicates,physiologic_function,0.7201589941978455,3.394391192310362,180,91.0,38,35,61,48,0.0,142,72.0
inorganic_chemical,affects,pathologic_function,0.877662181854248,8.457599399028794,185,93.5,13,36,77,61,0.0,147,74.5
cell_component,part_of,bacterium,0.7291886210441589,1.5567844178475279,113,57.5,12,52,29,22,0.0,98,50.0
embryonic_structure,developmental_form_of,cell,0.43396124243736267,9.731914818345757,107,54.5,9,33,14,53,0.0,100,51.0
clinical_attribute,result_of,disease_or_syndrome,0.6894387602806091,12.934992403189273,198,100.0,25,36,79,60,0.0,146,74.0
drug_delivery_device,causes,anatomical_abnormality,0.6190145611763,11.711157264783193,141,71.5,7,16,69,51,0.0,118,60.0
